Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_vianant;Numero_morts;Numero_lesionats_lleus;Numero_lesionats_greus;Numero_victimes;Numero_vehicles_implicats;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud_WGS84;Latitud_WGS84
2021S006218    ;3;Sants-Montjuïc;11;el Poble-sec;198702;Francesc Ferrer i Guàrdia;0001 0005;Dimarts;2021;11;Novembre;2;14;Tarda;No és causa del  vianant;0;1;0;1;2;429089,95;4580529,97;2.150.953.847;41.371.315.191
2021S002475    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;180;A Zona Franca;0027 0027;Dimecres;2021;5;Maig;12;1;Nit;No és causa del  vianant;0;1;0;1;2;427802,19;4575859,56;2.136.112.715;41.329.135.766
2021S007469    ;3;Sants-Montjuïc;11;el Poble-sec;261004;Poeta Cabanyes;0061 0061;Dimarts;2021;12;Desembre;21;18;Tarda;No és causa del  vianant;0;1;0;1;2;430244,63;4580675,13;2.164.743.048;41.372.723.563
2021S005660    ;3;Sants-Montjuïc;11;el Poble-sec;135203;Foc;0141 0145;Dissabte;2021;10;Octubre;9;16;Tarda;No és causa del  vianant;0;0;0;0;1;429059,13;4579287,92;2.150.730.718;41.360.125.716
2021S005436    ;3;Sants-Montjuïc;11;el Poble-sec;241404;Palaudàries;0011 0011;Dijous;2021;9;Setembre;30;17;Tarda;No és causa del  vianant;0;1;0;1;1;430922,42;4580797,01;2.172.833.331;41.373.879.796
2021S005970    ;3;Sants-Montjuïc;11;el Poble-sec;86902;Nou de la Rambla;0190 0190;Dissabte;2021;10;Octubre;23;11;Matí;No és causa del  vianant;0;1;0;1;2;430322,36;4580472,13;2.165.695.789;41.370.901.937
2021S004417    ;3;Sants-Montjuïc;11;el Poble-sec;94707;Creu dels Molers;0061 0061;Divendres;2021;8;Agost;6;14;Tarda;No és causa del  vianant;0;1;0;1;2;429956,16;4580651,68;2.161.296.596;41.372.487.288
2021S007011    ;3;Sants-Montjuïc;11;el Poble-sec;5401;Albareda;0016 0018;Divendres;2021;12;Desembre;3;2;Nit;No és causa del  vianant;0;0;0;0;2;431006,61;4580791;2.173.840.675;41.373.832.892
2021S007639    ;3;Sants-Montjuïc;11;el Poble-sec;66600;Carlos Ibáñez;0004 0004;Dimecres;2021;12;Desembre;29;23;Nit;No és causa del  vianant;0;1;0;1;2;430717,78;4580408,84;2.170.430.838;41.370.366.055
2021S000085    ;3;Sants-Montjuïc;11;el Poble-sec;94707;Creu dels Molers;0057 0057;Dijous;2021;1;Gener;7;14;Tarda;No és causa del  vianant;0;0;0;0;1;429962,26;4580673,29;2.161.367.034;41.372.682.454
2021S003004    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel;0015 0015;Dissabte;2021;6;Juny;5;13;Matí;No és causa del  vianant;0;1;0;1;3;431082,07;4580862,2;2.174.734.850;41.374.480.640
2021S004182    ;3;Sants-Montjuïc;11;el Poble-sec;700025;Josep Carner;0043 0043;Dissabte;2021;7;Juliol;24;22;Nit;No és causa del  vianant;0;1;0;1;2;431037,93;4580487,16;2.174.249.749;41.371.098.973
2021S002919    ;3;Sants-Montjuïc;11;el Poble-sec;700025;Josep Carner;0046 0046;Dimecres;2021;6;Juny;2;11;Matí;No és causa del  vianant;0;1;0;1;2;431060,65;4580605,01;2.174.507.993;41.372.162.364
2021S004667    ;3;Sants-Montjuïc;11;el Poble-sec;700025;Josep Carner;0048 0056;Dilluns;2021;8;Agost;23;16;Tarda;No és causa del  vianant;0;1;0;1;2;431019,89;4580532,97;2.174.028.839;41.371.510.024
2021S000836    ;3;Sants-Montjuïc;11;el Poble-sec;288408;Roser;0089 0089;Dimecres;2021;2;Febrer;17;13;Matí;No és causa del  vianant;0;0;1;1;1;430316,21;4580548,94;2.165.613.424;41.371.593.210
2021S004734    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1600000;Divendres;2021;8;Agost;27;18;Tarda;No és causa del  vianant;0;4;0;4;3;427843,56;4577637,92;2.136.395.635;41.345.156.627
2021S005377    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1630000;Dimarts;2021;9;Setembre;28;9;Matí;No és causa del  vianant;0;1;0;1;2;427570,9;4577512,76;2.133.151.848;41.344.004.870
2021S005726    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1660000;Dimecres;2021;10;Octubre;13;9;Matí;No és causa del  vianant;0;1;0;1;2;427298,21;4577387,66;2.129.907.810;41.342.853.559
2021S004104    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1730000;Dimecres;2021;7;Juliol;21;14;Tarda;No és causa del  vianant;0;1;0;1;2;426658,86;4577101,37;2.122.301.433;41.340.217.064
2021S006769    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;700133;Transversal 5;0001 0001;Dimecres;2021;11;Novembre;24;14;Tarda;No és causa del  vianant;0;1;0;1;2;426218,83;4576319,23;2.117.137.849;41.333.132.405
2021S003057    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701266;Litoral (Llobregat);1170000;Dilluns;2021;6;Juny;7;18;Tarda;No és causa del  vianant;0;1;0;1;2;430955,92;4580199,29;2.173.301.997;41.368.499.169
2021S004268    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701266;Litoral (Llobregat);1480000;Dijous;2021;7;Juliol;29;17;Tarda;No és causa del  vianant;0;4;0;4;5;429174,43;4578325,16;2.152.221.502;41.351.464.575
2021S004793    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1300000;Dimarts;2021;8;Agost;31;15;Tarda;No és causa del  vianant;0;3;0;3;2;430303,25;4579227,37;2.165.610.432;41.359.689.073
2021S002504    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1380000;Dijous;2021;5;Maig;13;17;Tarda;No és causa del  vianant;0;2;0;2;2;429775,47;4578643,74;2.159.368.751;41.354.386.597
2021S006317    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1390000;Dissabte;2021;11;Novembre;6;10;Matí;No és causa del  vianant;0;1;0;1;2;429718,16;4578561,81;2.158.693.197;41.353.643.674
2021S000872    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;369408;Zona Franca;0009 0009;Divendres;2021;2;Febrer;19;12;Matí;No és causa del  vianant;0;2;0;2;2;428571,92;4578313,01;2.145.021.247;41.351.301.906
2021S006966    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;369408;Zona Franca;0014 0014;Dijous;2021;12;Desembre;2;7;Matí;No és causa del  vianant;0;1;0;1;3;428565,64;4578436,1;2.144.931.687;41.352.409.983
2021S005884    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1490000;Dimecres;2021;10;Octubre;20;8;Matí;No és causa del  vianant;0;1;0;1;2;428824,7;4578132,39;2.148.063.863;41.349.697.505
2021S001741    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1500000;Dimarts;2021;4;Abril;6;9;Matí;No és causa del  vianant;0;3;0;3;2;428737,42;4578084;2.147.026.335;41.349.253.949
2021S001181    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;155801;Ferro;0014 0018;Dimarts;2021;3;Març;9;8;Matí;No és causa del  vianant;0;1;0;1;2;427953,85;4578489,81;2.137.612.607;41.352.839.207
2021S002409    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;369408;Zona Franca;0031 0031;Dissabte;2021;5;Maig;8;19;Tarda;No és causa del  vianant;0;1;0;1;1;428474,6;4578517,35;2.143.833.907;41.353.133.693
2021S006282    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370203;Número 3 Zona Franca;0049 0049;Divendres;2021;11;Novembre;5;6;Matí;No és causa del  vianant;0;2;0;2;3;427915,27;4576297,42;2.137.411.891;41.333.089.571
2021S003952    ;3;Sants-Montjuïc;13;la Marina de Port;369408;Zona Franca;0086 0088;Dimecres;2021;7;Juliol;14;17;Tarda;No és causa del  vianant;0;3;0;3;3;428346,14;4578847,87;2.142.259.361;41.356.099.158
2021S004950    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370203;Número 3 Zona Franca;0069 0075;Dimecres;2021;9;Setembre;8;18;Tarda;No és causa del  vianant;0;1;0;1;2;427359,17;4576570,3;2.130.734.178;41.335.497.359
2021S005885    ;3;Sants-Montjuïc;13;la Marina de Port;169409;Corts Catalanes;0120 0126;Dimecres;2021;10;Octubre;13;8;Matí;No és causa del  vianant;0;1;0;1;2;427707,68;4579681,55;2.134.528.050;41.363.550.736
2021S000265    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;222206;Motors;0042 0042;Dilluns;2021;1;Gener;18;10;Matí;No és causa del  vianant;0;1;0;1;2;427773,01;4577893,97;2.135.521.967;41.347.456.463
2021S001059    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370203;Número 3 Zona Franca;0077 0111;Dilluns;2021;3;Març;1;22;Nit;No és causa del  vianant;0;1;0;1;2;426841,69;4576816,93;2.124.520.660;41.337.671.838
2021S001765    ;3;Sants-Montjuïc;13;la Marina de Port;169409;Corts Catalanes;0170 0184;Dimecres;2021;4;Abril;7;18;Tarda;No és causa del  vianant;0;1;0;1;2;428098,17;4580082,76;2.139.148.762;41.367.199.287
2021S004106    ;3;Sants-Montjuïc;13;la Marina de Port;169409;Corts Catalanes;0186 0186;Dimecres;2021;7;Juliol;21;15;Tarda;No és causa del  vianant;0;1;0;1;2;428132,8;4580116,76;2.139.558.755;41.367.508.608
2021S001270    ;3;Sants-Montjuïc;13;la Marina de Port;169409;Corts Catalanes;0186 0186;Divendres;2021;3;Març;12;13;Matí;No és causa del  vianant;0;1;0;1;2;428132,8;4580116,76;2.139.558.755;41.367.508.608
2021S005409    ;3;Sants-Montjuïc;13;la Marina de Port;169409;Corts Catalanes;0186 0186;Dimecres;2021;9;Setembre;29;13;Matí;No és causa del  vianant;0;1;0;1;1;428132,8;4580116,76;2.139.558.755;41.367.508.608
2021S005452    ;3;Sants-Montjuïc;13;la Marina de Port;369408;Zona Franca;0191 0205;Divendres;2021;10;Octubre;1;8;Matí;No és causa del  vianant;0;2;0;2;3;427961,38;4579479,03;2.137.585.096;41.361.749.460
2021S002282    ;3;Sants-Montjuïc;13;la Marina de Port;369408;Zona Franca;0191 0205;Dilluns;2021;5;Maig;3;12;Matí;No és causa del  vianant;0;3;0;3;3;427961,38;4579479,03;2.137.585.096;41.361.749.460
2021S005893    ;3;Sants-Montjuïc;13;la Marina de Port;212406;Mineria;0002B0002B;Dimecres;2021;10;Octubre;20;16;Tarda;No és causa del  vianant;0;0;0;0;2;427899,85;4579692,16;2.136.824.177;41.363.663.539
2021S006886    ;3;Sants-Montjuïc;13;la Marina de Port;137300;Foneria;0026 0026;Dilluns;2021;11;Novembre;29;16;Tarda;Creuar per fora pas de vianants;0;1;0;1;1;428007,4;4579308,35;2.138.155.516;41.360.216.321
2021S006789    ;3;Sants-Montjuïc;13;la Marina de Port;369408;Zona Franca;0138 0138;Dijous;2021;11;Novembre;25;8;Matí;No és causa del  vianant;0;1;0;1;1;428189,46;4579140,63;2.140.351.796;41.358.721.988
2021S000908    ;3;Sants-Montjuïc;13;la Marina de Port;212406;Mineria;0014 0014;Diumenge;2021;2;Febrer;21;17;Tarda;No és causa del  vianant;0;0;0;0;3;427960,1;4579751,14;2.137.537.457;41.364.200.148
2021S001341    ;3;Sants-Montjuïc;13;la Marina de Port;369408;Zona Franca;0244 0244;Dimarts;2021;3;Març;16;15;Tarda;No és causa del  vianant;0;1;0;1;2;427904,65;4579673,77;2.136.883.748;41.363.498.336
2021S005817    ;3;Sants-Montjuïc;13;la Marina de Port;212406;Mineria;0018 0020;Diumenge;2021;10;Octubre;17;0;Nit;No és causa del  vianant;0;0;0;0;6;427994,34;4579784,42;2.137.942.847;41.364.502.955
2021S000280    ;3;Sants-Montjuïc;13;la Marina de Port;369408;Zona Franca;0141 0143;Dimarts;2021;1;Gener;19;12;Matí;No és causa del  vianant;0;1;0;1;2;428151,48;4579116,85;2.139.900.597;41.358.504.420
2021S001815    ;3;Sants-Montjuïc;15;Hostafrancs;45803;Bordeta;0090 0090;Divendres;2021;4;Abril;9;13;Matí;No és causa del  vianant;0;1;0;1;2;428369,62;4580691,16;2.142.322.214;41.372.703.154
2021S000928    ;3;Sants-Montjuïc;15;Hostafrancs;45803;Bordeta;0096 0096;Dimarts;2021;2;Febrer;23;11;Matí;No és causa del  vianant;0;1;0;1;2;428339,95;4580673,66;2.141.969.529;41.372.542.895
2021S006073    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701491;Transversal 11;0001 0001;Dimecres;2021;10;Octubre;27;14;Tarda;No és causa del  vianant;0;1;0;1;2;426029,82;4575851,98;2.114.936.221;41.328.906.710
2021S000500    ;3;Sants-Montjuïc;13;la Marina de Port;160903;Ildefons Cerdà;0003 0003;Dilluns;2021;2;Febrer;1;11;Matí;No és causa del  vianant;0;1;0;1;1;427786,74;4579747,41;2.135.465.365;41.364.151.013
2021S006259    ;3;Sants-Montjuïc;13;la Marina de Port;12702;Alumini;0008B0008B;Dijous;2021;11;Novembre;4;8;Matí;No és causa del  vianant;0;1;0;1;2;427749,81;4578895,96;2.135.125.327;41.356.478.977
2021S001276    ;3;Sants-Montjuïc;15;Hostafrancs;94809;Creu Coberta;0069 0069;Divendres;2021;3;Març;12;22;Nit;No és causa del  vianant;0;1;0;1;2;428653,01;4580954,9;2.145.679.563;41.375.103.757
2021S001557    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Espanya;0005 0005;Divendres;2021;3;Març;26;5;Nit;No és causa del  vianant;0;2;0;2;2;428856,77;4580938,01;2.148.117.932;41.374.969.684
2021S002284    ;3;Sants-Montjuïc;16;la Bordeta;169409;Corts Catalanes;0181X0181X;Dilluns;2021;5;Maig;3;13;Matí;No és causa del  vianant;0;1;0;1;2;428120,05;4580176,09;2.139.399.283;41.368.041.834
2021S007381    ;3;Sants-Montjuïc;16;la Bordeta;169409;Corts Catalanes;0181X0181X;Dissabte;2021;12;Desembre;18;16;Tarda;No és causa del  vianant;0;2;0;2;2;428120,05;4580176,09;2.139.399.283;41.368.041.834
2021S005663    ;3;Sants-Montjuïc;16;la Bordeta;169409;Corts Catalanes;0247 0247;Dissabte;2021;10;Octubre;9;22;Nit;No és causa del  vianant;0;2;0;2;1;428357,62;4580408,55;2.142.212.147;41.370.156.713
2021S002307    ;3;Sants-Montjuïc;15;Hostafrancs;169409;Corts Catalanes;0273 0273;Dimarts;2021;5;Maig;4;18;Tarda;No és causa del  vianant;0;2;0;2;2;428491,42;4580544,2;2.143.795.882;41.371.390.372
2021S000387    ;3;Sants-Montjuïc;15;Hostafrancs;169409;Corts Catalanes;0335 0337;Dilluns;2021;1;Gener;25;18;Tarda;No és causa del  vianant;0;1;0;1;2;428709,08;4580752,83;2.146.373.776;41.373.288.752
2021S003478    ;3;Sants-Montjuïc;15;Hostafrancs;310700;Sant Roc;0001 0001;Dimecres;2021;6;Juny;23;19;Tarda;Creuar per fora pas de vianants;0;1;0;1;1;428674,44;4580736,93;2.145.961.464;41.373.142.476
2021S001686    ;3;Sants-Montjuïc;15;Hostafrancs;94809;Creu Coberta;0076 0076;Dijous;2021;4;Abril;1;13;Matí;No és causa del  vianant;0;1;0;1;1;428543,72;4580981,73;2.144.369.604;41.375.335.704
2021S005291    ;3;Sants-Montjuïc;15;Hostafrancs;114000;Espanya;0006 0008;Dijous;2021;9;Setembre;23;8;Matí;No és causa del  vianant;0;0;0;0;1;428875,86;4580985,95;2.148.340.565;41.375.403.152
2021S003536    ;3;Sants-Montjuïc;13;la Marina de Port;322302;Segura;0024 0024;Diumenge;2021;6;Juny;27;11;Matí;No és causa del  vianant;0;1;0;1;1;428340,84;4579842,71;2.142.078.424;41.365.058.887
2021S001191    ;3;Sants-Montjuïc;14;la Font de la Guatlla;212406;Mineria;0058 0060;Dimarts;2021;3;Març;9;17;Tarda;No és causa del  vianant;0;0;0;0;1;428189,67;4580069,1;2.140.244.323;41.367.084.428
2021S001012    ;3;Sants-Montjuïc;14;la Font de la Guatlla;212406;Mineria;0074X0078X;Divendres;2021;2;Febrer;26;20;Tarda;No és causa del  vianant;0;1;0;1;2;428221,79;4580173,31;2.140.615.997;41.368.025.879
2021S000667    ;3;Sants-Montjuïc;14;la Font de la Guatlla;135101;Font Florida;0074 0074;Dimarts;2021;2;Febrer;9;17;Tarda;No és causa del  vianant;0;1;0;1;2;428444,6;4580229,86;2.143.273.198;41.368.555.054
2021S007314    ;3;Sants-Montjuïc;14;la Font de la Guatlla;169409;Corts Catalanes;0320 0320;Dijous;2021;12;Desembre;16;11;Matí;No és causa del  vianant;0;1;0;1;2;428766,3;4580736,49;2.147.059.865;41.373.146.653
2021S003369    ;3;Sants-Montjuïc;18;Sants;187207;Madrid;0184 0184;Diumenge;2021;6;Juny;20;0;Nit;No és causa del  vianant;0;1;0;1;1;427575,68;4581593,83;2.132.721.430;41.380.762.075
2021S006995    ;3;Sants-Montjuïc;15;Hostafrancs;94809;Creu Coberta;0024U0024U;Divendres;2021;12;Desembre;3;1;Nit;No és causa del  vianant;0;1;0;1;2;428796,69;4580972,9;2.147.395.448;41.375.278.610
2021S003018    ;3;Sants-Montjuïc;14;la Font de la Guatlla;96906;Dàlia;0020 0020;Diumenge;2021;6;Juny;6;12;Matí;No és causa del  vianant;0;5;0;5;3;428707,31;4580358,21;2.146.399.041;41.369.734.384
2021S006206    ;3;Sants-Montjuïc;14;la Font de la Guatlla;309009;Sant Paulí de Nola;0006 0006;Dimarts;2021;11;Novembre;2;6;Matí;No és causa del  vianant;0;0;0;0;1;428543,18;4580445,77;2.144.426.354;41.370.508.445
2021S001975    ;3;Sants-Montjuïc;15;Hostafrancs;94809;Creu Coberta;0060 0060;Divendres;2021;4;Abril;16;18;Tarda;No és causa del  vianant;0;2;0;2;2;428622,26;4580979;2.145.309.042;41.375.318.090
2021S005801    ;3;Sants-Montjuïc;17;Sants - Badal;210808;Miquel Àngel;0103 0103;Dissabte;2021;10;Octubre;16;1;Nit;No és causa del  vianant;0;2;0;2;2;427311,16;4581159,62;2.129.610.373;41.376.827.445
2021S006670    ;3;Sants-Montjuïc;18;Sants;172403;Joan Güell;0051 0053;Dissabte;2021;11;Novembre;20;3;Nit;No és causa del  vianant;0;1;0;1;2;427629,65;4581325,38;2.133.398.884;41.378.349.105
2021S003789    ;3;Sants-Montjuïc;18;Sants;701433;Mig (Ascendent);120000;Dimecres;2021;7;Juliol;7;20;Tarda;No és causa del  vianant;0;1;0;1;2;427383,94;4581025,99;2.130.496.650;41.375.630.464
2021S003872    ;3;Sants-Montjuïc;17;Sants - Badal;312400;Sants;0365 0365;Dilluns;2021;7;Juliol;12;11;Matí;No és causa del  vianant;0;1;0;1;2;426971,96;4581017,48;2.125.571.562;41.375.516.517
2021S001819    ;3;Sants-Montjuïc;17;Sants - Badal;312400;Sants;0272 0274;Divendres;2021;4;Abril;9;16;Tarda;No és causa del  vianant;0;1;0;1;1;427120,56;4581034,19;2.127.346.384;41.375.680.496
2021S000241    ;3;Sants-Montjuïc;16;la Bordeta;280202;Mossèn Amadeu Oller;0001X0001X;Divendres;2021;1;Gener;15;8;Matí;No és causa del  vianant;0;1;0;1;2;428090,34;4580171,36;2.139.044.637;41.367.996.577
2021S006713    ;3;Sants-Montjuïc;16;la Bordeta;280202;Mossèn Amadeu Oller;0001X0001X;Dijous;2021;11;Novembre;18;18;Tarda;No és causa del  vianant;0;1;0;1;2;428090,34;4580171,36;2.139.044.637;41.367.996.577
2021S007475    ;3;Sants-Montjuïc;18;Sants;48404;Brasil;0058 0060;Dimecres;2021;12;Desembre;22;10;Matí;No és causa del  vianant;0;1;0;1;2;427304,66;4581433,69;2.129.499.760;41.379.295.302
2021S002856    ;3;Sants-Montjuïc;18;Sants;187207;Madrid;0142 0146;Diumenge;2021;5;Maig;30;13;Matí;No és causa del  vianant;0;1;0;1;2;427363,64;4581486,71;2.130.198.676;41.379.778.162
2021S000117    ;3;Sants-Montjuïc;17;Sants - Badal;312400;Sants;0286 0288;Divendres;2021;1;Gener;8;21;Tarda;No és causa del  vianant;0;1;0;1;2;427043,3;4581037,18;2.126.422.213;41.375.700.422
2021S000281    ;3;Sants-Montjuïc;17;Sants - Badal;50905;Ventura Plaja;0033 0033;Dimarts;2021;1;Gener;19;9;Matí;No és causa del  vianant;0;0;0;0;2;426987,16;4580885,38;2.125.769.230;41.374.328.124
2021S000521    ;3;Sants-Montjuïc;16;la Bordeta;30602;Badal;0001 0015;Dimarts;2021;2;Febrer;2;12;Matí;No és causa del  vianant;0;1;0;1;2;427736,83;4579867,08;2.134.854.420;41.365.224.358
2021S003946    ;3;Sants-Montjuïc;17;Sants - Badal;312400;Sants;0417 0419;Dijous;2021;7;Juliol;15;9;Matí;No és causa del  vianant;0;1;0;1;2;426763,4;4581025,33;2.123.076.833;41.375.568.256
2021S004364    ;4;Les Corts;19;les Corts;40300;Berlín;0105 0105;Dimarts;2021;8;Agost;3;13;Matí;No és causa del  vianant;0;1;0;1;3;428321,46;4582058,62;2.141.584.564;41.385.015.092
2021S003084    ;3;Sants-Montjuïc;17;Sants - Badal;68401;Carreras i Candi;0088 0094;Dimarts;2021;6;Juny;8;15;Tarda;Altres;0;1;0;1;1;427270,53;4580556,76;2.129.196.911;41.371.394.039
2021S002934    ;3;Sants-Montjuïc;16;la Bordeta;244901;Parcerisa;0050 0050;Dimecres;2021;6;Juny;2;19;Tarda;No és causa del  vianant;0;1;0;1;2;427799,45;4579897,52;2.135.599.434;41.365.504.143
2021S001893    ;3;Sants-Montjuïc;16;la Bordeta;89707;Constitució;0159 0163;Dimarts;2021;4;Abril;13;14;Tarda;No és causa del  vianant;0;1;0;1;2;427527,14;4580236,1;2.132.303.393;41.368.529.130
2021S006736    ;3;Sants-Montjuïc;17;Sants - Badal;247808;Pavia;0076 0084;Dimarts;2021;11;Novembre;23;7;Matí;No és causa del  vianant;0;1;0;1;2;427267,56;4580596,91;2.129.156.582;41.371.755.386
2021S002662    ;3;Sants-Montjuïc;18;Sants;138802;Galileu;0052 0052;Dijous;2021;5;Maig;20;14;Tarda;Creuar per fora pas de vianants;0;2;0;2;1;427801,99;4581202,56;2.135.474.311;41.377.258.401
2021S007343    ;3;Sants-Montjuïc;18;Sants;231502;Numància;0014I0016I;Divendres;2021;12;Desembre;17;15;Tarda;No és causa del  vianant;0;0;0;0;0;428319,66;4581768,26;2.141.597.406;41.382.399.764
2021S006103    ;3;Sants-Montjuïc;18;Sants;207406;Melcior de Palau;0143 0143;Dijous;2021;10;Octubre;28;14;Tarda;No és causa del  vianant;0;1;0;1;1;428059,22;4581648,47;2.138.497.178;41.381.297.601
2021S002161    ;4;Les Corts;19;les Corts;231502;Numància;0060 0062;Dilluns;2021;4;Abril;26;11;Matí;No és causa del  vianant;0;1;0;1;2;428056,9;4581947,55;2.138.433.906;41.383.991.097
2021S000007    ;3;Sants-Montjuïc;18;Sants;700445;Països Catalans;0007X0007X;Dissabte;2021;1;Gener;2;9;Matí;No és causa del  vianant;0;1;0;1;1;428267,22;4581461,2;2.141.006.672;41.379.629.509
2021S001584    ;3;Sants-Montjuïc;18;Sants;331507;Tarragona;0185X0185X;Divendres;2021;3;Març;26;15;Tarda;No és causa del  vianant;0;1;0;1;2;428399,14;4581546,26;2.142.574.110;41.380.407.370
2021S006487    ;3;Sants-Montjuïc;18;Sants;331507;Tarragona;0185X0185X;Divendres;2021;11;Novembre;12;19;Tarda;No és causa del  vianant;0;1;0;1;2;428399,14;4581546,26;2.142.574.110;41.380.407.370
2021S000267    ;3;Sants-Montjuïc;18;Sants;331507;Tarragona;0185X0185X;Dilluns;2021;1;Gener;18;5;Nit;No és causa del  vianant;0;0;0;0;2;428399,14;4581546,26;2.142.574.110;41.380.407.370
2021S006406    ;3;Sants-Montjuïc;18;Sants;312400;Sants;0089 0089;Dimarts;2021;11;Novembre;9;18;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;427864,28;4580982,66;2.136.245.327;41.375.283.430
2021S004406    ;3;Sants-Montjuïc;18;Sants;312400;Sants;0089 0089;Divendres;2021;8;Agost;6;1;Nit;No és causa del  vianant;0;1;0;1;2;427864,28;4580982,66;2.136.245.327;41.375.283.430
2021S001660    ;4;Les Corts;20;la Maternitat i Sant Ramon;84703;Comandant Benítez;0011 0011;Dimecres;2021;3;Març;31;10;Matí;Creuar per fora pas de vianants;0;1;0;1;1;427149,89;4581415,47;2.127.651.236;41.379.117.196
2021S005797    ;3;Sants-Montjuïc;18;Sants;296406;Sant Antoni;0002 0006;Divendres;2021;10;Octubre;15;17;Tarda;No és causa del  vianant;0;1;0;1;2;427874,99;4581049,97;2.136.365.375;41.375.890.628
2021S002533    ;4;Les Corts;20;la Maternitat i Sant Ramon;700811;Albert Bastardas;0031 0033;Divendres;2021;5;Maig;14;17;Tarda;No és causa del  vianant;0;2;0;2;2;425452,51;4581717,25;2.107.317.229;41.381.679.647
2021S006036    ;3;Sants-Montjuïc;18;Sants;88001;Comtes de Bell-lloc;0041X0043X;Dimarts;2021;10;Octubre;26;11;Matí;Transitar a peu per la calçada;0;2;0;2;1;428035,29;4581393,28;2.138.241.337;41.378.997.056
2021S000932    ;4;Les Corts;20;la Maternitat i Sant Ramon;23800;Arizala;0078 0078;Dimarts;2021;2;Febrer;23;13;Matí;Altres;0;1;0;1;1;426807,35;4581392,91;2.123.557.938;41.378.882.905
2021S005971    ;4;Les Corts;19;les Corts;66508;Carles III;0030 0036;Dissabte;2021;10;Octubre;23;10;Matí;No és causa del  vianant;0;1;0;1;2;427237,23;4581703,8;2.128.660.994;41.381.721.980
2021S005901    ;4;Les Corts;20;la Maternitat i Sant Ramon;187207;Madrid;0089 0093;Dimecres;2021;10;Octubre;20;17;Tarda;No és causa del  vianant;0;1;0;1;2;427121,59;4581356,73;2.127.319.897;41.378.585.583
2021S006846    ;4;Les Corts;19;les Corts;138802;Galileu;0187 0215;Dissabte;2021;11;Novembre;27;11;Matí;Creuar per fora pas de vianants;0;1;0;1;1;427624,99;4581677,19;2.133.301.123;41.381.517.307
2021S004591    ;4;Les Corts;19;les Corts;66508;Carles III;0116 0120;Dimecres;2021;8;Agost;18;15;Tarda;No és causa del  vianant;0;1;0;1;2;427197,07;4582531,78;2.128.081.201;41.389.175.632
2021S004401    ;4;Les Corts;19;les Corts;187207;Madrid;0125B0125B;Dijous;2021;8;Agost;5;22;Nit;No és causa del  vianant;0;0;0;0;1;427313,37;4581491,19;2.129.597.013;41.379.813.969
2021S001760    ;4;Les Corts;20;la Maternitat i Sant Ramon;700811;Albert Bastardas;0014 0018;Dimecres;2021;4;Abril;7;12;Matí;No és causa del  vianant;0;1;0;1;2;425510,26;4581363,36;2.108.051.337;41.378.497.666
2021S006240    ;4;Les Corts;20;la Maternitat i Sant Ramon;65200;Cardenal Reig;0014 0014;Dimarts;2021;11;Novembre;2;12;Matí;No és causa del  vianant;0;1;0;1;2;426058,17;4581184,38;2.114.624.898;41.376.936.230
2021S001026    ;4;Les Corts;19;les Corts;701433;Mig (Ascendent);190000;Divendres;2021;2;Febrer;26;21;Tarda;No és causa del  vianant;0;1;0;1;2;427200;4581767,74;2.128.208.101;41.382.294.493
